city,date,rainfall_mm,rainfall_monthly_anomaly,rainfall_3month_avg,rainfall_6month_avg
Kabale,2012-09,130.659,29.84504,66.75302823384602,99.76301733652751
Kabale,2012-10,124.09332,-0.84252167,105.45023854573567,89.99201615651448
Kabale,2012-11,114.648544,-8.92968,123.13362121582031,81.43606980641682
Kabale,2012-12,108.539406,19.223473,115.7604242960612,91.25672626495361
Kabale,2013-01,68.14623,0.34008026,97.11139424641927,101.28081639607747
Kabale,2013-02,78.41121,-2.4634018,85.03228251139323,104.08295186360677
Kabale,2013-03,188.55281,59.76123,111.7034174601237,113.73192087809245
Kabale,2013-04,142.66515,-0.63105774,136.54305521647134,116.82722473144531
Kabale,2013-05,98.96487,-9.03138,143.39427439371744,114.21327845255534
Kabale,2013-06,2.6029916,-26.893137,81.41100136439006,96.55720941225688
Kabale,2013-07,0.78578997,-15.181303,34.11788272857666,85.330468972524
Kabale,2013-08,48.831997,1.4352074,17.406926155090332,80.40060027440389
Kabale,2013-09,121.745186,20.931229,57.120990912119545,69.2659961382548
Kabale,2013-10,98.67404,-26.261803,89.75040817260742,61.93414545059204
Kabale,2013-11,118.611404,-4.96682,113.01021067301433,65.20856841405232
Kabale,2013-12,125.82965,36.513718,114.37169901529948,85.74634496370952
Kabale,2014-01,46.374123,-21.43203,96.93839263916016,93.34440040588379
Kabale,2014-02,99.83749,18.962875,90.680419921875,101.84531529744466
Kabale,2014-03,173.62169,44.83011,106.61109924316406,110.49139912923177
Kabale,2014-04,123.87798,-19.41822,132.44571940104166,114.6920560201009
Kabale,2014-05,34.76297,-73.23328,110.75421396891277,100.71731694539388
Kabale,2014-06,20.456018,-9.04011,59.69899050394694,83.1550448735555
Kabale,2014-07,22.646473,6.6793804,25.955153783162434,79.20043659210205
Kabale,2014-08,81.15837,33.76158,41.420287450154625,76.08725070953369
Kabale,2014-09,117.40212,16.588165,73.7356554667155,66.71732298533122
Kabale,2014-10,156.71492,31.779076,118.42513783772786,72.19014581044515
Kabale,2014-11,113.45165,-10.126572,129.18956502278647,85.30492623647054
Kabale,2014-12,99.17173,9.855797,123.11276753743489,98.4242115020752
Kabale,2015-01,7.5636415,-60.24251,73.39567470550537,95.91040627161662
Kabale,2015-02,67.02847,-13.846138,57.921281496683754,93.55542325973511
Kabale,2015-03,109.6939,-19.09768,61.42867183685303,92.27071968714397
Kabale,2015-04,184.29747,41.001266,120.33994801839192,96.86781136194865
Kabale,2015-05,113.91613,5.9198837,135.96916707356772,96.94522428512573
Kabale,2015-06,47.406567,17.910439,115.20672225952148,88.31769704818726
Kabale,2015-07,6.1710706,-9.796022,55.831255753835045,88.08560188611348
Kabale,2015-08,13.977798,-33.41899,22.518478552500408,79.24382281303406
Kabale,2015-09,115.77204,14.958084,45.30697011947632,80.2568461894989
Kabale,2015-10,118.70325,-6.2325974,82.81769561767578,69.32447568575542
Kabale,2015-11,120.58319,-2.9950333,118.35282643636067,70.43565249443054
Kabale,2015-12,88.49713,-0.8188019,109.26118977864583,77.28407994906108
Kabale,2016-01,100.40309,32.59694,103.16113789876302,92.9894167582194
Kabale,2016-02,30.918297,-49.956314,73.27283986409505,95.81283315022786
Kabale,2016-03,103.570885,-25.220695,78.29742431640625,93.77930704752605
Kabale,2016-04,185.59544,42.29924,106.6948750813802,104.92800649007161
Kabale,2016-05,83.68886,-24.307388,124.28506215413411,98.77895100911458
Kabale,2016-06,1.4081959,-28.087933,90.23083253701527,84.26412842671077
Kabale,2016-07,14.877577,-1.0895157,33.32487690448761,70.00987599293391
Kabale,2016-08,13.089855,-34.306934,9.791875958442688,67.0384690562884
Kabale,2016-09,112.55945,11.745491,46.84229342142741,68.53656297922134
Kabale,2016-10,179.30896,54.373116,101.65275446573894,67.48881568511327
Kabale,2016-11,165.63956,42.061333,152.50265502929688,81.14726549386978
Kabale,2016-12,30.670612,-58.64532,125.20637639363606,86.02433490753174
Kabale,2017-01,14.986723,-52.819427,70.43229738871257,86.04252592722575
Kabale,2017-02,102.77233,21.89772,49.476555506388344,100.9896052678426
Kabale,2017-03,81.06361,-47.727974,66.27422014872234,95.7402982711792
Kabale,2017-04,85.08508,-58.21112,89.64034016927083,80.0363187789917
Kabale,2017-05,41.87972,-66.11653,69.34280268351237,59.409679094950356
Kabale,2017-06,1.1833055,-28.312822,42.716035763422646,54.49512795607249
Kabale,2017-07,13.621351,-2.3457413,18.894791841506958,54.26756600538889
Kabale,2017-08,44.359974,-3.0368156,19.721543550491333,44.532173117001854
Kabale,2017-09,105.25508,4.441124,54.412135442097984,48.564085602760315
Kabale,2017-10,110.52081,-14.415031,86.71195602416992,52.80337393283844
Kabale,2017-11,91.799576,-31.778648,102.52515665690105,61.12335010369619
Kabale,2017-12,41.885483,-47.43045,81.40195719401042,67.9070463180542
Kabale,2018-01,99.2335,31.427345,77.63951873779297,82.17573738098145
Kabale,2018-02,79.87183,-1.0027771,73.66360473632812,88.09438069661458
Kabale,2018-03,203.45831,74.66673,127.52121480305989,104.46158599853516
Kabale,2018-04,263.37387,120.07767,182.23467254638672,129.93709564208984
Kabale,2018-05,200.15408,92.15784,222.3287556966146,147.99618021647134
Kabale,2018-06,25.673105,-3.8230228,163.0670197804769,145.2941172917684
Kabale,2018-07,11.46171,-4.5053825,79.09629948933919,130.66548601786295
Kabale,2018-08,70.25291,22.856117,35.79590733846029,129.06233151753744
Kabale,2018-09,90.268684,-10.545273,57.32776705423991,110.1973934173584
Kabale,2018-10,128.01599,3.0801468,96.17919413248698,87.63774681091309
Kabale,2018-11,98.44509,-25.133133,105.5765889485677,70.68624814351399
Kabale,2018-12,128.76746,39.451523,118.40951283772786,87.86863994598389
Kabale,2019-01,49.606056,-18.200096,92.27286783854167,94.22603098551433
Kabale,2019-02,51.940495,-28.934116,76.77133560180664,91.17396227518718
Kabale,2019-03,67.40074,-61.39084,56.31576410929362,87.36263847351074
Kabale,2019-04,144.58777,1.291565,87.97633488972981,90.12460136413574
Kabale,2019-05,94.4411,-13.555145,102.14320373535156,89.4572696685791
Kabale,2019-06,76.403496,46.907368,105.14412180582683,80.72994295756023
Kabale,2019-07,19.411318,3.4442253,63.41863822937012,75.69748655954997
Kabale,2019-08,38.441826,-8.954964,44.75221316019694,73.44770844777425
Kabale,2019-09,85.770966,-15.042992,47.87470308939616,76.5094124476115
Kabale,2019-10,166.68173,41.745888,96.96484120686848,80.19173971811931
Kabale,2019-11,137.25832,13.680092,129.90367126464844,87.32794221242268
Kabale,2019-12,154.73386,65.41792,152.89130147298178,100.38300228118896
Kabale,2020-01,51.86999,-15.936161,114.62072118123372,105.7927811940511
Kabale,2020-02,73.13121,-7.7434006,93.24501927693684,111.57434527079265
Kabale,2020-03,218.09421,89.30263,114.36513646443684,133.62821896870932
Kabale,2020-04,216.9503,73.6541,169.39190673828125,142.00631395975748
Kabale,2020-05,61.27912,-46.717125,165.4412104288737,129.34311485290527
Kabale,2020-06,7.642757,-21.85337,95.29072682062785,104.82793164253235
Kabale,2020-07,0.0,-15.9670925,22.97395944595337,96.18293309211731
Kabale,2020-08,19.899574,-27.497215,9.180777072906494,87.31099375089009
Kabale,2020-09,70.36455,-30.44941,30.088040669759113,62.68938374519348
Kabale,2020-10,113.35193,-11.583916,67.87201690673828,45.422988176345825
Kabale,2020-11,128.71939,5.1411667,104.14528910319011,56.6630330880483
Kabale,2020-12,93.382935,4.0670013,111.81808471679688,70.953062693278
Kabale,2021-01,114.73727,46.931114,112.27986399332683,90.07594045003255
Kabale,2021-02,106.583115,25.708504,104.90110524495442,104.52319717407227
Kabale,2021-03,119.63886,-9.152718,113.65308125813802,112.73558298746745
Kabale,2021-04,114.63179,-28.664413,113.61792246500652,112.94889322916667
Kabale,2021-05,79.63177,-28.36448,104.63414001464844,104.76762262980144
Kabale,2021-06,10.161049,-19.33508,68.14153544108073,90.89730834960938
Kabale,2021-07,19.842592,3.8754997,36.54513613382975,75.08152929941814
Kabale,2021-08,49.91225,2.515461,26.638630549112957,65.63638528188069
Kabale,2021-09,101.311966,0.49800873,57.02226956685384,62.581902503967285
Kabale,2021-10,98.351746,-26.584099,83.19198735555013,59.86856174468994
Kabale,2021-11,95.19128,-28.386948,98.28499603271484,62.4618132909139
Kabale,2021-12,114.313095,24.997162,102.61870574951172,79.82048765818278
Kabale,2022-01,97.76922,29.963066,102.42453002929688,92.80825869242351
Kabale,2022-02,163.87355,82.99894,125.31862131754558,111.8018086751302
Kabale,2022-03,125.36457,-3.4270096,129.00244649251303,115.81057612101237
Kabale,2022-04,140.41612,-2.8800812,143.21808115641275,122.82130559285481
Kabale,2022-05,112.210045,4.2137985,125.99691263834636,125.65776697794597
Kabale,2022-06,3.9244068,-25.571722,85.51685802141826,107.25965225696564
Kabale,2022-07,14.709886,-1.2572069,43.61477907498678,93.41643011569977
Kabale,2022-08,86.62076,39.22397,35.08501680692037,80.54096472263336
Kabale,2022-09,108.18358,7.3696213,69.83807404836018,77.67746603488922
Kabale,2022-10,104.30299,-20.63285,99.7024434407552,71.65861125787099
Kabale,2022-11,180.10591,56.527687,130.8641611735026,82.97458899021149
Kabale,2022-12,101.63912,12.323189,128.68267567952475,99.26037486394246
Kabale,2023-01,59.031906,-8.774246,113.59231313069661,106.6473782857259
Kabale,2023-02,52.22354,-28.65107,70.96485646565755,100.91450881958008
Kabale,2023-03,175.84958,47.058,95.70167541503906,112.1921755472819
Kabale,2023-04,148.94768,5.651474,125.67359924316406,119.63295618693034
Kabale,2023-05,147.32712,39.33087,157.37479146321616,114.16982396443684
Kabale,2023-06,17.710148,-11.78598,104.66164779663086,100.18166160583496
Kabale,2023-07,0.4853736,-15.481719,55.17421312133471,90.42390618224938
Kabale,2023-08,0.63070804,-46.766083,6.275409827629725,81.82510064542294
Kabale,2023-09,88.180626,-12.633331,29.765569180250168,67.21360848844051
Kabale,2023-10,112.70122,-12.234627,67.17085053523381,61.172531828284264
Kabale,2023-11,91.3919,-32.186325,97.42458089192708,51.849995359778404
Kabale,2023-12,204.58292,115.26698,136.2253443400065,82.99545676012833
Kabale,2024-01,95.16772,27.361565,130.38084411621094,98.77584732572238
Kabale,2024-02,85.8392,4.964592,128.52994537353516,112.97726313273112
Kabale,2024-03,58.220177,-70.5714,79.74236551920573,107.98385492960612
Kabale,2024-04,134.28114,-9.01506,92.7801742553711,111.58050918579102
Kabale,2024-05,51.111534,-56.884712,81.20428466796875,104.86711502075195
Kabale,2024-06,1.66394,-27.832188,62.352205753326416,71.04728563626607
Kabale,2024-07,16.019691,0.052598953,22.931721846262615,57.855948050816856
Kabale,2024-08,39.1813,-8.215488,18.95497751235962,50.079631090164185
Kabale,2024-09,102.93529,2.1213303,52.712093353271484,57.53214955329895
Kabale,2024-10,97.38163,-27.554214,79.83273951212566,51.38223067919413
Kabale,2024-11,205.9253,82.34707,135.41407012939453,77.18452382087708
Kabale,2024-12,79.72202,-9.59391,127.67631530761719,90.19420433044434
Kabale,2025-01,22.030384,-45.77577,102.55923334757487,91.19598642985027
Kabale,2025-02,34.47736,-46.39725,45.40992228190104,90.41199620564778
Kabale,2025-03,83.67926,-45.11232,46.72900136311849,87.20265833536784
Kabale,2025-04,119.86349,-23.432716,79.34003575642903,90.94963455200195
Kabale,2025-05,112.54076,4.54451,105.36116790771484,75.38554509480794
Kabale,2025-06,42.961617,13.465488,91.78861999511719,69.25881067911784
Kampala,1981-01,84.35387,6.1910324,,
Kampala,1981-02,52.189423,-11.251511,,
Kampala,1981-03,134.45473,-11.453232,90.33267211914062,
Kampala,1981-04,141.9916,-41.599075,109.54524739583333,
Kampala,1981-05,173.08745,28.81491,149.84458923339844,
Kampala,1981-06,54.931675,-16.823399,123.33690516153972,106.83478864034016
Kampala,1981-07,79.4264,20.3252,102.48184076944987,106.0135440826416
Kampala,1981-08,103.278244,12.266449,79.21210606892903,114.52834765116374
Kampala,1981-09,180.47723,44.38202,121.06062571207683,122.19876543680827
Kampala,1981-10,170.27405,9.355652,151.34317525227866,126.91250801086426
Kampala,1981-11,77.72174,-95.82855,142.8243408203125,111.01822344462077
Kampala,1981-12,132.74838,14.390053,126.9147237141927,123.98767471313477
Kampala,1982-01,64.66609,-13.496742,91.71207173665364,121.52762349446614
Kampala,1982-02,35.992977,-27.447956,77.80248387654622,110.31341234842937
Kampala,1982-03,141.80774,-4.1002197,80.82226943969727,103.86849657694499
Kampala,1982-04,150.82947,-32.7612,109.543394724528,100.62773323059082
Kampala,1982-05,144.38443,0.1118927,145.67387898763022,111.73818143208821
Kampala,1982-06,61.70075,-10.054325,118.97154871622722,99.89690907796223
Kampala,1982-07,76.07106,16.96986,94.05207951863606,101.79773712158203
Kampala,1982-08,74.79187,-16.219925,70.85455958048503,108.26421928405762
Kampala,1982-09,120.89373,-15.201485,90.58555348714192,104.77855110168457
Kampala,1982-10,264.03787,103.11948,153.24115753173828,123.64661852518718
Kampala,1982-11,208.0835,34.533203,197.67169952392578,134.2631295522054
Kampala,1982-12,68.49063,-49.8677,180.2039998372396,135.39477666219076
Kampala,1983-01,28.8651,-49.297733,101.81307601928711,127.5271167755127
Kampala,1983-02,21.65105,-41.789883,39.66892751057943,118.67031351725261
Kampala,1983-03,99.802536,-46.105423,50.10622914632162,115.1551144917806
Kampala,1983-04,118.17021,-65.420456,79.87459945678711,90.84383773803711
Kampala,1983-05,108.44934,-35.823196,108.80736287434895,74.23814519246419
Kampala,1983-06,84.34715,12.592079,103.6555684407552,76.8808987935384
Kampala,1983-07,45.85081,-13.250389,79.54910151163737,79.71185048421223
Kampala,1983-08,106.77103,15.759232,78.9896634419759,93.89851315816243
Kampala,1983-09,125.63371,-10.461502,92.75185012817383,98.20370928446452
Kampala,1983-10,129.2631,-31.655289,120.55594889322917,100.05252520243327
Kampala,1983-11,106.832886,-66.71741,120.57656860351562,99.78311602274577
Kampala,1983-12,54.496845,-63.861485,96.86427942911784,94.80806477864583
Kampala,1984-01,45.83642,-32.326416,69.0553830464681,94.80566596984863
Kampala,1984-02,38.7456,-24.695332,46.35962168375651,83.46809514363606
Kampala,1984-03,80.85603,-65.051926,55.146017710367836,76.00514856974284
Kampala,1984-04,203.44533,19.85466,107.68232091267903,88.36885197957356
Kampala,1984-05,115.64775,-28.624786,133.31637064615884,89.83799616495769
Kampala,1984-06,75.78448,4.0294037,131.625851949056,93.38593482971191
Kampala,1984-07,85.980385,26.879185,92.47087097167969,100.07659594217937
Kampala,1984-08,144.46283,53.451035,102.07589721679688,117.69613393147786
Kampala,1984-09,61.163628,-74.93159,97.20228068033855,114.41406631469727
Kampala,1984-10,123.74314,-37.175255,109.7898661295573,101.13036855061848
Kampala,1984-11,254.06454,80.51425,146.32377115885416,124.19983418782552
Kampala,1984-12,85.20917,-33.149162,154.33895111083984,125.77061589558919
Kampala,1985-01,93.54219,15.379356,144.27196756998697,127.03091684977214
Kampala,1985-02,72.7106,9.269669,83.82065327962239,115.07221221923828
Kampala,1985-03,132.85446,-13.053497,99.70241800944011,127.02068456013997
Kampala,1985-04,204.56534,20.97467,136.71013387044272,140.49105072021484
Kampala,1985-05,164.3919,20.11937,167.27056884765625,125.54561106363933
Kampala,1985-06,34.500523,-37.25455,134.48592249552408,117.0941702524821
Kampala,1985-07,70.946304,11.845104,89.94624455769856,113.32818921407063
Kampala,1985-08,34.975254,-56.03654,46.807360331217446,107.03896458943684
Kampala,1985-09,95.687515,-40.4077,67.20302454630534,100.84447352091472
Kampala,1985-10,116.82901,-44.089386,82.49725977579753,86.22175216674805
Kampala,1985-11,163.07388,-10.47641,125.19680277506511,86.00208155314128
Kampala,1985-12,96.78751,-21.570816,125.56346893310547,96.3832467397054
Kampala,1986-01,24.592407,-53.570427,94.81793467203777,88.65759722391765
Kampala,1986-02,51.04866,-12.392273,57.47619374593099,91.33649826049805
Kampala,1986-03,129.45451,-16.453445,68.36519368489583,96.96433130900066
Kampala,1986-04,153.90938,-29.68129,111.47085062662761,103.14439264933269
Kampala,1986-05,142.31029,-1.9622498,141.89139302571616,99.68379338582356
Kampala,1986-06,53.218327,-18.536747,116.4793306986491,92.42226219177246
Kampala,1986-07,32.0398,-27.061401,75.85613759358723,93.66349411010742
Kampala,1986-08,37.119095,-53.8927,40.792406717936196,91.34189987182617
Kampala,1986-09,94.14894,-41.946274,54.43594487508138,85.45763778686523
Kampala,1986-10,99.30611,-61.61229,76.85804748535156,76.3570925394694
Kampala,1986-11,173.6506,0.10031128,122.36855061848958,81.58047866821289
Kampala,1986-12,170.33406,51.97573,147.76359049479166,101.09976768493652
Kampala,1987-01,119.968155,41.80532,154.65093994140625,115.7544937133789
Kampala,1987-02,50.673252,-12.767681,113.65848922729492,118.01351992289226
Kampala,1987-03,114.96579,-30.94217,95.20239893595378,121.48299471537273
Kampala,1987-04,160.52742,-23.063248,108.72215398152669,131.68654696146646
Kampala,1987-05,140.70573,-3.566803,138.73298136393228,126.1957352956136
Kampala,1987-06,91.26839,19.513313,130.83384704589844,113.0181229909261
Kampala,1987-07,22.271059,-36.83014,84.74839337666829,96.73527367909749
Kampala,1987-08,88.55827,-2.4535217,67.36590639750163,103.04944388071696
Kampala,1987-09,146.854,10.758789,85.89444541931152,108.36414623260498
Kampala,1987-10,121.90838,-39.010017,119.1068852742513,101.9276393254598
Kampala,1987-11,137.79004,-35.760254,135.51747385660806,101.44169012705485
Kampala,1987-12,65.78642,-52.571907,108.4949467976888,97.19469610850017
Kampala,1988-01,86.2081,8.045265,96.59485371907552,107.8508694966634
Kampala,1988-02,45.064743,-18.37619,65.68642171223958,100.60194778442383
Kampala,1988-03,161.11737,15.209412,97.46340433756511,102.97917556762695
Kampala,1988-04,257.0655,73.47482,154.4158681233724,125.50536092122395
Kampala,1988-05,97.05878,-47.21376,171.7472127278646,118.71681722005208
Kampala,1988-06,38.826073,-32.929,130.9834467569987,114.2234255472819
Kampala,1988-07,84.60653,25.50533,73.49712626139323,113.95649719238281
Kampala,1988-08,159.04117,68.02937,94.15792338053386,132.95256805419922
Kampala,1988-09,197.69011,61.594894,147.11260223388672,139.04802449544272
Kampala,1988-10,96.81971,-64.09869,151.18366241455078,112.340394337972
Kampala,1988-11,133.01913,-40.53116,142.50965118408203,118.33378728230794
Kampala,1988-12,118.08295,-0.275383,115.97393035888672,131.54326629638672
Kampala,1989-01,29.89624,-48.266594,93.66610717773438,122.42488479614258
Kampala,1989-02,62.47209,-0.96884155,70.15042622884114,106.3300387064616
Kampala,1989-03,173.13608,27.228119,88.50146993001302,102.23770014444987
Kampala,1989-04,125.34301,-58.247658,120.31705983479817,106.99158350626628
Kampala,1989-05,181.124,36.851456,159.86769358317056,115.00905990600586
Kampala,1989-06,70.744804,-1.0102692,125.73726908365886,107.11936950683594
Kampala,1989-07,30.717945,-28.383255,94.19558080037434,107.25632031758626
Kampala,1989-08,56.39869,-34.613106,52.620479583740234,106.2440865834554
Kampala,1989-09,87.81206,-48.283157,58.309563954671226,92.02341651916504
Kampala,1989-10,141.19054,-19.72786,95.13376108805339,94.66467094421387
Kampala,1989-11,236.43929,62.888992,155.1472930908203,103.88388633728027
Kampala,1989-12,213.73308,95.37475,197.12096659342447,127.71526527404785
Kampala,1990-01,61.46442,-16.698414,170.54559453328451,132.83967781066895
Kampala,1990-02,77.51324,14.072304,117.57024510701497,136.35876909891763
Kampala,1990-03,183.18971,37.281754,107.3891232808431,152.2550449371338
Kampala,1990-04,182.53716,-1.0535126,147.746701558431,159.14614804585776
Kampala,1990-05,201.35158,57.07904,189.0261484781901,153.29819679260254
Kampala,1990-06,0.0,-71.75507,127.96291097005208,117.67601712544759
Kampala,1990-07,35.973705,-23.127495,79.10842768351237,113.42756462097168
Kampala,1990-08,124.05074,33.038948,53.34148279825846,121.18381563822429
Kampala,1990-09,83.33453,-52.76068,81.11966069539388,104.54128583272298
Kampala,1990-10,112.22485,-48.693542,106.53671010335286,92.82256889343262
Kampala,1990-11,95.785965,-77.76433,97.11511739095052,75.22830009460449
Kampala,1990-12,138.74919,20.390862,115.586669921875,98.35316530863444
Kampala,1991-01,58.944786,-19.218048,97.82664744059245,102.18167877197266
Kampala,1991-02,69.863495,6.4225616,89.18582407633464,93.15047073364258
Kampala,1991-03,143.14032,-2.7676392,90.64953358968098,103.118101755778
Kampala,1991-04,248.42345,64.83278,153.80908711751303,125.81786727905273
Kampala,1991-05,169.49017,25.217636,187.01797993977866,138.10190200805664
Kampala,1991-06,54.683086,-17.071987,157.5322354634603,124.09088452657063
Kampala,1991-07,48.44096,-10.66024,90.87140655517578,122.3402468363444
Kampala,1991-08,100.10219,9.090393,67.74207814534505,127.38002904256184
Kampala,1991-09,123.95559,-12.139626,90.83291244506836,124.18257395426433
Kampala,1991-10,165.15225,4.233856,129.73667653401694,110.30404154459636
Kampala,1991-11,126.71985,-46.830444,138.6092300415039,103.17565409342448
Kampala,1991-12,77.292336,-41.065994,123.05481211344402,106.94386227925618
Kampala,1992-01,64.49349,-13.669342,89.50189208984375,109.61928431193034
Kampala,1992-02,38.06084,-25.380093,59.9488894144694,99.27905972798665
Kampala,1992-03,79.16041,-66.74755,60.571580251057945,91.81319618225098
Kampala,1992-04,142.91846,-40.67221,86.71323521931966,88.10756365458171
Kampala,1992-05,136.7954,-7.4771423,119.62475331624348,89.78682136535645
Kampala,1992-06,96.613976,24.858902,125.44260915120442,93.00709470113118
Kampala,1992-07,72.46803,13.366833,101.95913441975911,94.33618481953938
Kampala,1992-08,34.407703,-56.60409,67.82990392049153,93.72732861836751
Kampala,1992-09,105.41432,-30.680893,70.76335271199544,98.10298093159993
Kampala,1992-10,145.55807,-15.360321,95.12670008341472,98.54291725158691
Kampala,1992-11,127.29942,-46.25087,126.09060668945312,96.96025530497234
Kampala,1992-12,140.99284,22.634514,137.95011393229166,104.35673332214355
Kampala,1993-01,56.863365,-21.299469,108.38521067301433,101.75595537821452
Kampala,1993-02,61.65637,-1.784565,86.50419235229492,106.29739952087402
Kampala,1993-03,149.46904,3.561081,89.32959111531575,113.63985252380371
Kampala,1993-04,153.18956,-30.401108,121.43832270304362,114.91176668802898
Kampala,1993-05,170.0853,25.81276,157.581298828125,122.04274559020996
Kampala,1993-06,88.98914,17.23407,137.42133331298828,113.37546221415202
Kampala,1993-07,19.212387,-39.888813,92.76227569580078,107.1002991994222
Kampala,1993-08,41.20459,-49.807205,49.802040100097656,103.69166946411133
Kampala,1993-09,160.00261,23.907394,73.4731953938802,105.44726435343425
Kampala,1993-10,125.58473,-35.333664,108.93064371744792,100.84645970662434
Kampala,1993-11,84.20424,-89.346054,123.26386006673177,86.53295008341472
Kampala,1993-12,49.01972,-69.33861,86.26956303914388,79.87137921651204
Kampala,1994-01,36.53417,-41.628666,56.58604176839193,82.75834274291992
Kampala,1994-02,81.5441,18.103165,55.699328104654946,89.48159408569336
Kampala,1994-03,126.6331,-19.274857,81.57045618693034,83.92000961303711
Kampala,1994-04,175.18813,-8.402542,127.78844197591145,92.18724187215169
Kampala,1994-05,179.34479,35.07225,160.388671875,108.04399998982747
Kampala,1994-06,60.892742,-10.862331,138.47521845499674,110.02283732096355
Kampala,1994-07,92.42725,33.326054,110.88826115926106,119.33835156758626
Kampala,1994-08,82.80579,-8.206001,78.70859654744466,119.54863421122234
Kampala,1994-09,167.94165,31.846436,114.39156595865886,126.4333922068278
Kampala,1994-10,215.64716,54.72876,155.4648666381836,133.17656389872232
Kampala,1994-11,237.94882,64.39853,207.17920939127603,142.94390296936035
Kampala,1994-12,118.46232,0.10398865,190.68609873453775,152.5388323465983
Kampala,1995-01,47.20652,-30.956314,134.53922017415366,145.0020434061686
Kampala,1995-02,56.24658,-7.194355,73.97180557250977,140.5755074818929
Kampala,1995-03,194.8347,48.926743,99.42926661173503,145.05768267313638
Kampala,1995-04,233.44298,49.85231,161.50808588663736,148.0236530303955
Kampala,1995-05,220.02972,75.75719,216.10246785481772,145.03713671366373
Kampala,1995-06,72.61797,0.8628998,175.36355845133463,137.39641253153482
Kampala,1995-07,108.76758,49.666378,133.80509185791016,147.65658887227377
Kampala,1995-08,40.599415,-50.41238,73.99498875935872,145.04872830708823
Kampala,1995-09,141.3016,5.2063904,96.88953272501628,136.12654558817545
Kampala,1995-10,265.74442,104.82602,149.21514511108398,141.51011848449707
Kampala,1995-11,137.53288,-36.01741,181.52630106608072,127.76064491271973
Kampala,1995-12,86.062164,-32.296165,163.11315409342447,130.00134340922037
Kampala,1996-01,174.35818,96.19535,132.6510772705078,140.9331111907959
Kampala,1996-02,123.252914,59.81198,127.89108784993489,154.7086944580078
Kampala,1996-03,203.4154,57.507446,167.0088348388672,165.06099446614584
Kampala,1996-04,147.34828,-36.242386,158.00553385416666,145.32830556233725
Kampala,1996-05,203.67134,59.398804,184.81167602539062,156.35138193766275
Kampala,1996-06,53.324192,-18.430882,134.78127161661783,150.89505322774252
Kampala,1996-07,53.251465,-5.8497353,103.41566594441731,130.710599899292
Kampala,1996-08,99.88568,8.873886,68.8204460144043,126.81606101989746
Kampala,1996-09,165.16011,29.064896,106.09908548990886,120.44017855326335
Kampala,1996-10,138.98615,-21.932251,134.67731221516928,119.04648907979329
Kampala,1996-11,158.23851,-15.311783,154.12825520833334,111.47435061136882
Kampala,1996-12,101.65053,-16.707802,132.9583943684896,119.52873992919922
Kampala,1997-01,123.421745,45.25891,127.77026112874348,131.2237866719564
Kampala,1997-02,5.5631537,-57.87778,76.87847566604614,115.50336543718974
Kampala,1997-03,120.39113,-25.51683,83.12534252802531,108.04186844825745
Kampala,1997-04,265.5305,81.93982,130.4949231147766,129.13259212176004
Kampala,1997-05,144.83434,0.5617981,176.91865030924478,126.89856298764546
Kampala,1997-06,75.85113,4.096054,162.07198333740234,122.59866293271382
Kampala,1997-07,69.54886,10.447659,96.7447738647461,113.61984848976135
Kampala,1997-08,93.93259,2.9207916,79.77752431233723,128.34808731079102
Kampala,1997-09,79.09172,-57.003494,80.85772196451823,121.46485265096028
Kampala,1997-10,269.82794,108.909546,147.61741638183594,122.18109512329102
Kampala,1997-11,349.59033,176.04004,232.83666483561197,156.3070945739746
Kampala,1997-12,285.50494,167.1466,301.6410725911458,191.24939727783203
Kampala,1998-01,189.11255,110.949715,274.73594156901044,211.1766789754232
Kampala,1998-02,83.33276,19.89183,185.9834187825521,209.41004180908203
Kampala,1998-03,231.26129,85.35333,167.9022013346354,234.77163696289062
Kampala,1998-04,251.84901,68.25835,188.8143564860026,231.7751490275065
Kampala,1998-05,111.32097,-32.95157,198.14375813802084,192.06358846028647
Kampala,1998-06,56.88186,-14.873215,140.01728057861328,153.95974095662436
Kampala,1998-07,10.878564,-48.222637,59.69379711151123,124.25407679875691
Kampala,1998-08,76.67472,-14.337074,48.14504782358805,123.14440298080444
Kampala,1998-09,132.87587,-3.219345,73.47638479868571,106.74683268864949
Kampala,1998-10,167.86053,6.9421387,125.80370839436848,92.74875275293986
Kampala,1998-11,95.6109,-77.93939,132.1157684326172,90.13040812810262
Kampala,1998-12,42.172577,-76.18575,101.88133748372395,87.67886114120483
Kampala,1999-01,134.04245,55.879616,90.608642578125,108.20617548624675
Kampala,1999-02,37.715916,-25.725018,71.3103141784668,101.71304130554199
Kampala,1999-03,183.05602,37.148056,118.27146021525066,110.0763988494873
Kampala,1999-04,186.98549,3.3948212,135.91913986206055,113.26389122009277
Kampala,1999-05,175.1905,30.917969,181.74400329589844,126.52715873718262
Kampala,1999-06,62.55761,-9.197464,141.57786814371744,129.92466417948404
Kampala,1999-07,72.91193,13.810726,103.55334726969402,119.73624356587727
Kampala,1999-08,139.35767,48.34587,91.60906728108723,136.67653528849283
Kampala,1999-09,110.07481,-26.020409,107.44813283284505,124.51300048828125
Kampala,1999-10,221.47281,60.554413,156.9684270222982,130.2608871459961
Kampala,1999-11,227.54294,53.992645,186.36351776123047,138.98629252115884
