year,month,region,rainfall,runoff
2014,March,Lake Victoria,0.776,107.645
2014,March,Simiyu,0.302,1.487
2014,March,Victoria Nile,,0.285
2014,May,Kagera,0.46,0.075
2014,May,Lake Victoria,3.809,86.937
2014,May,Simiyu,0.105,0.625
2014,May,Victoria Nile,,0.569
2014,Nov.,Kagera,0.953,2.795
2014,Nov.,Lake Victoria,2.157,407.075
2014,Nov.,Simiyu,0.394,0.235
2014,Nov.,Victoria Nile,,12.707
2014,Oct.,Kagera,3.257,0.607
2014,Oct.,Lake Victoria,4.731,237.963
2014,Oct.,Simiyu,6.878,0.21
2014,Oct.,Victoria Nile,,19.267
2014,Sept.,Kagera,1.875,86.028
2014,Sept.,Lake Victoria,4.649,994.009
2014,Sept.,Simiyu,0.45,0.234
2014,Sept.,Victoria Nile,,390.548
2015,April,Kagera,6.38,583.119
2015,April,Lake Victoria,10.113,1968.771
2015,April,Simiyu,4.931,99.991
2015,April,Victoria Nile,,34.717
2015,Aug.,Kagera,0.282,0.0
2015,Aug.,Lake Victoria,2.597,443.945
2015,Aug.,Simiyu,0.994,0.084
2015,Aug.,Victoria Nile,,23.287
2015,Dec.,Kagera,0.973,117.698
2015,Dec.,Lake Victoria,2.279,557.881
2015,Dec.,Simiyu,2.714,5.453
2015,Dec.,Victoria Nile,,183.237
2015,Feb.,Kagera,0.425,0.022
2015,Feb.,Lake Victoria,0.264,230.908
2015,Feb.,Simiyu,1.175,0.097
2015,Feb.,Victoria Nile,,0.018
2015,Jan.,Kagera,0.84,56.329
2015,Jan.,Lake Victoria,1.855,296.074
2015,Jan.,Simiyu,1.379,6.609
2015,Jan.,Victoria Nile,,0.023
2015,July,Kagera,0.536,0.0
2015,July,Lake Victoria,1.116,435.65
2015,July,Simiyu,0.027,0.021
2015,July,Victoria Nile,,0.056
2015,June,Kagera,1.935,0.01
2015,June,Lake Victoria,9.752,2600.597
2015,June,Simiyu,0.489,0.055
2015,June,Victoria Nile,,22.398
2015,March,Kagera,0.833,1.594
2015,March,Lake Victoria,0.485,186.354
2015,March,Simiyu,0.338,0.101
2015,March,Victoria Nile,,0.025
2015,May,Kagera,1.836,196.343
2015,May,Lake Victoria,6.286,1954.855
2015,May,Simiyu,2.192,222.797
2015,May,Victoria Nile,,38.947
2015,Nov.,Kagera,2.653,1.853
2015,Nov.,Lake Victoria,6.66,1525.962
2015,Nov.,Simiyu,8.156,47.527
2015,Nov.,Victoria Nile,,1359.596
2015,Oct.,Kagera,3.041,0.003
2015,Oct.,Lake Victoria,8.415,248.786
2015,Oct.,Simiyu,3.46,0.011
2015,Oct.,Victoria Nile,,8.786
2015,Sept.,Kagera,2.405,0.0
2015,Sept.,Lake Victoria,6.381,290.841
2015,Sept.,Simiyu,0.123,0.012
2015,Sept.,Victoria Nile,,0.143
2016,April,Kagera,17.529,1716.925
2016,April,Lake Victoria,22.771,2483.891
2016,April,Simiyu,16.017,657.011
2016,April,Victoria Nile,,28.351
2016,Aug.,Kagera,0.219,0.0
2016,Aug.,Lake Victoria,0.297,252.868
2016,Aug.,Simiyu,0.06,0.001
2016,Aug.,Victoria Nile,,2.035
2016,Dec.,Kagera,0.385,75.227
2016,Dec.,Lake Victoria,5.093,494.747
2016,Dec.,Simiyu,4.175,23.18
2016,Dec.,Victoria Nile,,1.82
2016,Feb.,Kagera,0.7,0.033
2016,Feb.,Lake Victoria,0.855,319.276
2016,Feb.,Simiyu,3.67,1.055
2016,Feb.,Victoria Nile,,0.001
2016,Jan.,Kagera,0.09,0.07
2016,Jan.,Lake Victoria,0.221,410.276
2016,Jan.,Simiyu,0.377,0.603
2016,Jan.,Victoria Nile,,0.005
2016,July,Kagera,0.331,0.0
2016,July,Lake Victoria,1.054,307.972
2016,July,Simiyu,0.2,0.001
2016,July,Victoria Nile,,0.029
2016,June,Kagera,0.175,0.0
2016,June,Lake Victoria,0.513,391.897
2016,June,Simiyu,0.01,0.001
2016,June,Victoria Nile,,0.174
2016,March,Kagera,0.797,0.554
2016,March,Lake Victoria,0.609,254.161
2016,March,Simiyu,0.323,0.812
2016,March,Victoria Nile,,0.013
2016,May,Kagera,3.718,832.562
2016,May,Lake Victoria,11.018,3569.624
2016,May,Simiyu,8.43,1430.984
2016,May,Victoria Nile,,511.55
2016,Nov.,Kagera,8.806,0.273
2016,Nov.,Lake Victoria,3.68,116.404
2016,Nov.,Simiyu,10.581,0.297
2016,Nov.,Victoria Nile,,0.237
2016,Oct.,Kagera,7.912,0.009
2016,Oct.,Lake Victoria,4.994,206.987
2016,Oct.,Simiyu,3.97,0.012
2016,Oct.,Victoria Nile,,12.486
2016,Sept.,Kagera,0.177,0.0
2016,Sept.,Lake Victoria,0.469,187.74
2016,Sept.,Simiyu,0.094,0.001
2016,Sept.,Victoria Nile,,0.11
2017,April,Kagera,2.328,134.82
2017,April,Lake Victoria,2.008,204.556
2017,April,Simiyu,0.152,2.014
2017,April,Victoria Nile,,0.37
2017,Aug.,Kagera,1.112,0.0
2017,Aug.,Lake Victoria,3.058,229.227
2017,Aug.,Simiyu,0.111,0.0
2017,Aug.,Victoria Nile,,81.17
2017,Dec.,Kagera,0.405,7.056
2017,Dec.,Lake Victoria,5.825,1060.44
2017,Dec.,Simiyu,3.806,1.412
2017,Dec.,Victoria Nile,,1.851
2017,Feb.,Kagera,1.482,0.902
2017,Feb.,Lake Victoria,5.101,183.162
2017,Feb.,Simiyu,1.787,2.357
2017,Feb.,Victoria Nile,,0.0
2017,Jan.,Kagera,2.828,0.052
2017,Jan.,Lake Victoria,6.04,97.234
2017,Jan.,Simiyu,1.406,2.863
2017,Jan.,Victoria Nile,,0.0
2017,July,Kagera,0.021,0.0
2017,July,Lake Victoria,0.92,266.148
2017,July,Simiyu,0.194,0.0
2017,July,Victoria Nile,,0.175
2017,June,Kagera,0.12,0.0
2017,June,Lake Victoria,1.836,286.744
2017,June,Simiyu,0.027,0.0
2017,June,Victoria Nile,,0.021
2017,March,Kagera,4.145,36.544
2017,March,Lake Victoria,8.465,700.39
2017,March,Simiyu,3.239,30.145
2017,March,Victoria Nile,,0.024
2017,May,Kagera,4.094,77.76
2017,May,Lake Victoria,14.321,4547.758
2017,May,Simiyu,6.853,22.251
2017,May,Victoria Nile,,69.981
2017,Nov.,Kagera,0.179,0.12
2017,Nov.,Lake Victoria,0.402,104.384
2017,Nov.,Simiyu,0.15,0.841
2017,Nov.,Victoria Nile,,2.492
2017,Oct.,Kagera,0.899,0.004
2017,Oct.,Lake Victoria,2.75,122.52
2017,Oct.,Simiyu,0.291,0.1
2017,Oct.,Victoria Nile,,7.592
2017,Sept.,Kagera,1.69,0.0
2017,Sept.,Lake Victoria,10.894,1336.878
2017,Sept.,Simiyu,0.447,0.0
2017,Sept.,Victoria Nile,,991.86
2018,April,Kagera,6.223,152.694
2018,April,Lake Victoria,5.8,263.923
2018,April,Simiyu,7.333,16.441
2018,April,Victoria Nile,,2.581
2018,Aug.,Kagera,1.323,64.16
2018,Aug.,Lake Victoria,7.423,479.873
2018,Aug.,Simiyu,1.065,9.533
2018,Aug.,Victoria Nile,,12.425
2018,Dec.,Kagera,2.37,24.561
2018,Dec.,Lake Victoria,1.118,149.17
2018,Dec.,Simiyu,1.835,3.695
2018,Dec.,Victoria Nile,,0.332
2018,Feb.,Kagera,0.046,0.0
2018,Feb.,Lake Victoria,0.244,91.66
2018,Feb.,Simiyu,0.029,0.075
2018,Feb.,Victoria Nile,,0.016
2018,Jan.,Kagera,1.229,0.8
2018,Jan.,Lake Victoria,4.783,144.813
2018,Jan.,Simiyu,1.805,32.258
2018,Jan.,Victoria Nile,,0.0
2018,July,Kagera,0.064,81.946
2018,July,Lake Victoria,1.405,590.362
2018,July,Simiyu,0.13,12.175
2018,July,Victoria Nile,,0.008
2018,June,Kagera,0.19,104.183
2018,June,Lake Victoria,2.739,662.509
2018,June,Simiyu,0.075,15.478
2018,June,Victoria Nile,,0.629
2018,March,Kagera,5.688,20.004
2018,March,Lake Victoria,13.828,1766.451
2018,March,Simiyu,1.67,94.566
2018,March,Victoria Nile,,4.906
2018,May,Kagera,3.795,414.58
2018,May,Lake Victoria,11.101,3754.558
2018,May,Simiyu,0.335,74.012
2018,May,Victoria Nile,,2199.036
2018,Nov.,Kagera,3.875,33.096
2018,Nov.,Lake Victoria,5.83,221.769
2018,Nov.,Simiyu,1.398,4.551
2018,Nov.,Victoria Nile,,0.106
2018,Oct.,Kagera,0.167,39.263
2018,Oct.,Lake Victoria,0.732,239.752
2018,Oct.,Simiyu,0.43,5.832
2018,Oct.,Victoria Nile,,0.314
2018,Sept.,Kagera,0.081,57.651
2018,Sept.,Lake Victoria,2.6,467.192
2018,Sept.,Simiyu,0.068,7.545
2018,Sept.,Victoria Nile,,117.619
2019,April,Kagera,4.817,60.862
2019,April,Lake Victoria,3.134,86.705
2019,April,Simiyu,8.406,97.824
2019,April,Victoria Nile,,0.11
2019,Aug.,Kagera,1.109,3.452
2019,Aug.,Lake Victoria,1.709,187.474
2019,Aug.,Simiyu,0.153,0.512
2019,Aug.,Victoria Nile,,0.193
2019,Dec.,Kagera,2.945,185.187
2019,Dec.,Lake Victoria,11.053,3227.697
2019,Dec.,Simiyu,7.402,724.176
2019,Dec.,Victoria Nile,,108.343
2019,Feb.,Kagera,0.166,14.72
2019,Feb.,Lake Victoria,0.302,89.373
2019,Feb.,Simiyu,0.125,2.272
2019,Feb.,Victoria Nile,,0.005
2019,Jan.,Kagera,0.852,19.016
2019,Jan.,Lake Victoria,1.223,114.813
2019,Jan.,Simiyu,1.506,2.979
2019,Jan.,Victoria Nile,,0.0
2019,July,Kagera,0.167,4.421
2019,July,Lake Victoria,0.607,472.628
2019,July,Simiyu,0.083,0.657
2019,July,Victoria Nile,,16.279
2019,June,Kagera,4.417,21.847
2019,June,Lake Victoria,5.615,961.334
2019,June,Simiyu,2.345,0.836
2019,June,Victoria Nile,,6.968
2019,March,Kagera,0.569,13.047
2019,March,Lake Victoria,1.471,71.849
2019,March,Simiyu,0.056,1.864
2019,March,Victoria Nile,,0.0
2019,May,Kagera,3.278,309.587
2019,May,Lake Victoria,1.092,406.027
2019,May,Simiyu,0.238,27.258
2019,May,Victoria Nile,,1.194
2019,Nov.,Kagera,2.003,35.132
2019,Nov.,Lake Victoria,5.285,1196.17
2019,Nov.,Simiyu,0.307,1.215
2019,Nov.,Victoria Nile,,239.823
2019,Oct.,Kagera,1.31,2.434
2019,Oct.,Lake Victoria,9.214,2123.547
2019,Oct.,Simiyu,3.518,0.321
2019,Oct.,Victoria Nile,,280.041
2019,Sept.,Kagera,3.146,6.234
2019,Sept.,Lake Victoria,3.204,688.122
2019,Sept.,Simiyu,6.532,0.401
2019,Sept.,Victoria Nile,,61.408
2020,April,Kagera,3.171,694.3
2020,April,Lake Victoria,3.81,590.378
2020,April,Simiyu,6.801,590.378
2020,April,Victoria Nile,,950.532
2020,Aug.,Kagera,1.634,1.239
2020,Aug.,Lake Victoria,8.012,1.445
2020,Aug.,Simiyu,0.727,1.445
2020,Aug.,Victoria Nile,,669.743
2020,Dec.,Kagera,2.122,4.369
2020,Dec.,Lake Victoria,6.186,74.111
2020,Dec.,Simiyu,8.925,74.111
2020,Dec.,Victoria Nile,,559.648
2020,Feb.,Kagera,7.685,70.793
2020,Feb.,Lake Victoria,6.638,7.899
2020,Feb.,Simiyu,1.5,7.899
2020,Feb.,Victoria Nile,,427.793
2020,Jan.,Kagera,2.138,6.389
2020,Jan.,Lake Victoria,1.765,21.353
2020,Jan.,Simiyu,6.538,21.353
2020,Jan.,Victoria Nile,,364.582
2020,July,Kagera,0.209,1.329
2020,July,Lake Victoria,0.178,1.852
2020,July,Simiyu,0.2,1.852
2020,July,Victoria Nile,,337.572
2020,June,Kagera,0.486,1.673
2020,June,Lake Victoria,0.3,3.67
2020,June,Simiyu,0.181,3.67
2020,June,Victoria Nile,,566.752
2020,March,Kagera,11.536,1547.162
2020,March,Lake Victoria,6.881,14.325
2020,March,Simiyu,0.926,14.325
2020,March,Victoria Nile,,472.257
2020,May,Kagera,2.78,194.105
2020,May,Lake Victoria,13.832,3.635
2020,May,Simiyu,0.887,3.635
2020,May,Victoria Nile,,4600.79
2020,Nov.,Kagera,2.941,36.951
2020,Nov.,Lake Victoria,4.177,24.777
2020,Nov.,Simiyu,0.066,24.777
2020,Nov.,Victoria Nile,,936.881
2020,Oct.,Kagera,1.519,27.036
2020,Oct.,Lake Victoria,2.796,2.644
2020,Oct.,Simiyu,0.441,2.644
2020,Oct.,Victoria Nile,,829.358
2020,Sept.,Kagera,2.253,1.227
2020,Sept.,Lake Victoria,4.049,1.209
2020,Sept.,Simiyu,6.098,1.209
2020,Sept.,Victoria Nile,,305.357
2021,April,Kagera,0.231,128.98
2021,April,Lake Victoria,0.281,28.763
2021,April,Simiyu,0.228,28.763
2021,April,Victoria Nile,,409.718
2021,Aug.,Kagera,0.127,2.793
2021,Aug.,Lake Victoria,1.188,7.628
2021,Aug.,Simiyu,0.058,7.628
2021,Aug.,Victoria Nile,,698.311
2021,Dec.,Kagera,1.87,3.144
2021,Dec.,Lake Victoria,5.517,2.841
2021,Dec.,Simiyu,2.348,2.841
2021,Dec.,Victoria Nile,,195.018
2021,Feb.,Kagera,5.514,99.292
2021,Feb.,Lake Victoria,7.847,231.333
2021,Feb.,Simiyu,3.204,231.333
2021,Feb.,Victoria Nile,,614.659
2021,Jan.,Kagera,0.717,51.562
2021,Jan.,Lake Victoria,0.208,371.771
2021,Jan.,Simiyu,1.032,371.771
2021,Jan.,Victoria Nile,,726.719
2021,July,Kagera,0.776,1.529
2021,July,Lake Victoria,6.745,9.579
2021,July,Simiyu,0.158,9.579
2021,July,Victoria Nile,,506.455
2021,June,Kagera,0.297,67.448
2021,June,Lake Victoria,0.452,190.223
2021,June,Simiyu,0.086,190.223
2021,June,Victoria Nile,,817.133
2021,March,Kagera,2.007,72.54
2021,March,Lake Victoria,3.037,116.777
2021,March,Simiyu,1.331,116.777
2021,March,Victoria Nile,,880.004
2021,May,Kagera,5.933,805.212
2021,May,Lake Victoria,10.786,671.154
2021,May,Simiyu,6.726,671.154
2021,May,Victoria Nile,,2950.99
2021,Nov.,Kagera,2.195,1.181
2021,Nov.,Lake Victoria,4.721,3.586
2021,Nov.,Simiyu,1.254,3.586
2021,Nov.,Victoria Nile,,239.128
2021,Oct.,Kagera,0.452,17.69
2021,Oct.,Lake Victoria,4.697,4.607
2021,Oct.,Simiyu,0.456,4.607
2021,Oct.,Victoria Nile,,333.43
2021,Sept.,Kagera,0.192,1.231
2021,Sept.,Lake Victoria,2.245,5.847
2021,Sept.,Simiyu,0.314,5.847
2021,Sept.,Victoria Nile,,341.779
2022,April,Kagera,2.527,176.478
2022,April,Lake Victoria,5.457,46.288
2022,April,Simiyu,1.423,46.288
2022,April,Victoria Nile,,474.862
2022,Aug.,Kagera,0.493,27.839
2022,Aug.,Lake Victoria,3.249,0.699
2022,Aug.,Simiyu,1.383,0.699
2022,Aug.,Victoria Nile,,567.961
2022,Dec.,Kagera,2.107,303.542
2022,Dec.,Lake Victoria,7.36,682.708
2022,Dec.,Simiyu,8.347,682.708
2022,Dec.,Victoria Nile,,2063.458
2022,Feb.,Kagera,1.537,0.862
2022,Feb.,Lake Victoria,3.07,2.679
2022,Feb.,Simiyu,1.503,2.679
2022,Feb.,Victoria Nile,,132.219
2022,Jan.,Kagera,3.365,1.226
2022,Jan.,Lake Victoria,0.894,2.255
2022,Jan.,Simiyu,0.095,2.255
2022,Jan.,Victoria Nile,,134.256
2022,July,Kagera,0.106,34.919
2022,July,Lake Victoria,0.563,0.526
2022,July,Simiyu,0.249,0.526
2022,July,Victoria Nile,,534.143
2022,June,Kagera,0.023,43.953
2022,June,Lake Victoria,2.24,0.672
2022,June,Simiyu,0.167,0.672
2022,June,Victoria Nile,,811.604
2022,March,Kagera,4.752,83.331
2022,March,Lake Victoria,5.409,149.767
2022,March,Simiyu,11.096,149.767
2022,March,Victoria Nile,,565.984
2022,May,Kagera,3.72,151.768
2022,May,Lake Victoria,6.934,11.85
2022,May,Simiyu,3.676,11.85
2022,May,Victoria Nile,,697.979
2022,Nov.,Kagera,10.631,761.748
2022,Nov.,Lake Victoria,11.019,4.443
2022,Nov.,Simiyu,4.022,4.443
2022,Nov.,Victoria Nile,,2450.873
2022,Oct.,Kagera,2.427,28.103
2022,Oct.,Lake Victoria,9.03,0.247
2022,Oct.,Simiyu,0.192,0.247
2022,Oct.,Victoria Nile,,1382.109
2022,Sept.,Kagera,0.601,53.476
2022,Sept.,Lake Victoria,0.806,2.103
2022,Sept.,Simiyu,0.482,2.103
2022,Sept.,Victoria Nile,,655.85
2023,April,Kagera,0.387,161.275
2023,April,Lake Victoria,0.522,44.181
2023,April,Simiyu,0.496,44.181
2023,April,Victoria Nile,,726.28
2023,Aug.,Kagera,0.319,273.825
2023,Aug.,Lake Victoria,9.07,56.111
2023,Aug.,Simiyu,1.301,56.111
2023,Aug.,Victoria Nile,,2837.02
2023,Dec.,Kagera,0.968,23.195
2023,Dec.,Lake Victoria,0.396,9.29
2023,Dec.,Simiyu,0.471,9.29
2023,Dec.,Victoria Nile,,462.974
2023,Feb.,Kagera,4.931,242.611
2023,Feb.,Lake Victoria,3.529,194.884
2023,Feb.,Simiyu,3.077,194.884
2023,Feb.,Victoria Nile,,1303.479
2023,Jan.,Kagera,0.505,313.432
2023,Jan.,Lake Victoria,2.457,157.4
2023,Jan.,Simiyu,3.012,157.4
2023,Jan.,Victoria Nile,,1437.526
2023,July,Kagera,1.455,35.954
2023,July,Lake Victoria,1.414,28.983
2023,July,Simiyu,0.491,28.983
2023,July,Victoria Nile,,759.579
2023,June,Kagera,5.512,219.708
2023,June,Lake Victoria,14.907,345.758
2023,June,Simiyu,13.74,345.758
2023,June,Victoria Nile,,5544.254
2023,March,Kagera,1.835,184.052
2023,March,Lake Victoria,3.263,83.483
2023,March,Simiyu,6.062,83.483
2023,March,Victoria Nile,,941.269
2023,May,Kagera,0.476,173.215
2023,May,Lake Victoria,4.346,32.78
2023,May,Simiyu,0.129,32.78
2023,May,Victoria Nile,,689.775
2023,Nov.,Kagera,2.432,15.031
2023,Nov.,Lake Victoria,3.608,10.691
2023,Nov.,Simiyu,2.236,10.691
2023,Nov.,Victoria Nile,,587.242
2023,Oct.,Kagera,6.46,41.064
2023,Oct.,Lake Victoria,16.645,13.569
2023,Oct.,Simiyu,1.14,13.569
2023,Oct.,Victoria Nile,,1666.753
2023,Sept.,Kagera,4.851,46.072
2023,Sept.,Lake Victoria,9.556,17.358
2023,Sept.,Simiyu,2.192,17.358
2023,Sept.,Victoria Nile,,3027.765
2024,April,Kagera,2.049,535.447
2024,April,Lake Victoria,0.431,88.472
2024,April,Simiyu,0.122,88.472
2024,April,Victoria Nile,,793.446
2024,Aug.,Kagera,0.862,18.577
2024,Aug.,Lake Victoria,5.631,3.487
2024,Aug.,Simiyu,0.367,3.487
2024,Aug.,Victoria Nile,,1048.128
2024,Dec.,Kagera,0.42,7.172
2024,Dec.,Lake Victoria,2.581,138.72
2024,Dec.,Simiyu,2.197,138.72
2024,Dec.,Victoria Nile,,888.29
2024,Feb.,Kagera,0.121,14.849
2024,Feb.,Lake Victoria,0.689,24.05
2024,Feb.,Simiyu,1.01,24.05
2024,Feb.,Victoria Nile,,458.227
2024,Jan.,Kagera,0.711,10.055
2024,Jan.,Lake Victoria,0.636,6.884
2024,Jan.,Simiyu,0.948,6.884
2024,Jan.,Victoria Nile,,385.662
2024,July,Kagera,0.066,24.058
2024,July,Lake Victoria,0.421,4.475
2024,July,Simiyu,0.033,4.475
2024,July,Victoria Nile,,453.423
2024,June,Kagera,1.633,30.645
2024,June,Lake Victoria,3.25,5.753
2024,June,Simiyu,1.526,5.753
2024,June,Victoria Nile,,524.806
2024,March,Kagera,4.022,27.885
2024,March,Lake Victoria,1.777,19.842
2024,March,Simiyu,6.527,19.842
2024,March,Victoria Nile,,331.081
2024,May,Kagera,2.202,48.531
2024,May,Lake Victoria,4.736,7.321
2024,May,Simiyu,0.254,7.321
2024,May,Victoria Nile,,572.706
2024,Nov.,Kagera,2.067,34.088
2024,Nov.,Lake Victoria,2.966,4.015
2024,Nov.,Simiyu,0.869,4.015
2024,Nov.,Victoria Nile,,771.986
2024,Oct.,Kagera,0.732,20.896
2024,Oct.,Lake Victoria,9.461,6.675
2024,Oct.,Simiyu,9.502,6.675
2024,Oct.,Victoria Nile,,1686.606
2024,Sept.,Kagera,2.031,24.713
2024,Sept.,Lake Victoria,7.589,2.745
2024,Sept.,Simiyu,1.782,2.745
2024,Sept.,Victoria Nile,,1829.509
2025,April,Kagera,1.292,405.771
2025,April,Lake Victoria,8.958,474.751
2025,April,Simiyu,4.84,474.751
2025,April,Victoria Nile,,2723.418
2025,Aug.,Kagera,0.153,8.778
2025,Aug.,Lake Victoria,2.179,4.462
2025,Aug.,Simiyu,0.716,4.462
2025,Aug.,Victoria Nile,,381.556
2025,Dec.,Kagera,2.417,83.053
2025,Dec.,Lake Victoria,3.748,9.059
2025,Dec.,Simiyu,0.386,9.059
2025,Dec.,Victoria Nile,,428.451
2025,Feb.,Kagera,3.09,120.548
2025,Feb.,Lake Victoria,3.36,86.841
2025,Feb.,Simiyu,3.674,86.841
2025,Feb.,Victoria Nile,,703.24
2025,Jan.,Kagera,1.404,10.705
2025,Jan.,Lake Victoria,1.456,44.339
2025,Jan.,Simiyu,2.608,44.339
2025,Jan.,Victoria Nile,,661.951
2025,July,Kagera,0.329,11.289
2025,July,Lake Victoria,5.397,34.485
2025,July,Simiyu,0.215,34.485
2025,July,Victoria Nile,,1388.539
2025,June,Kagera,3.156,70.132
2025,June,Lake Victoria,7.244,102.533
2025,June,Simiyu,9.325,102.533
2025,June,Victoria Nile,,1584.603
2025,March,Kagera,2.755,71.14
2025,March,Lake Victoria,14.032,43.084
2025,March,Simiyu,12.721,43.084
2025,March,Victoria Nile,,610.662
2025,May,Kagera,3.252,118.228
2025,May,Lake Victoria,17.434,148.211
2025,May,Simiyu,3.533,148.211
2025,May,Victoria Nile,,5023.69
2025,Nov.,Kagera,5.656,14.341
2025,Nov.,Lake Victoria,3.546,2.642
2025,Nov.,Simiyu,1.381,2.642
2025,Nov.,Victoria Nile,,451.571
2025,Oct.,Kagera,1.428,5.306
2025,Oct.,Lake Victoria,1.293,2.738
2025,Oct.,Simiyu,0.037,2.738
2025,Oct.,Victoria Nile,,304.576
2025,Sept.,Kagera,1.036,6.77
2025,Sept.,Lake Victoria,1.241,3.49
2025,Sept.,Simiyu,0.162,3.49
2025,Sept.,Victoria Nile,,355.117
