region,data_type,year,month,value
Lake Victoria,rainfall,2004,July,0.13
Lake Victoria,rainfall,2005,July,4.943
Lake Victoria,rainfall,2006,July,0.413
Lake Victoria,rainfall,2007,July,1.037
Lake Victoria,rainfall,2008,July,0.309
Lake Victoria,rainfall,2009,July,3.955
Lake Victoria,rainfall,2010,July,2.276
Lake Victoria,rainfall,2011,July,3.773
Lake Victoria,rainfall,2012,July,2.934
Lake Victoria,rainfall,2013,July,2.387
Lake Victoria,rainfall,2014,July,0.61
Lake Victoria,rainfall,2015,July,1.116
Lake Victoria,rainfall,2016,July,1.054
Lake Victoria,rainfall,2017,July,0.92
Lake Victoria,rainfall,2018,July,1.405
Lake Victoria,rainfall,2019,July,0.607
Lake Victoria,rainfall,2020,July,0.178
Lake Victoria,rainfall,2021,July,6.745
Lake Victoria,rainfall,2022,July,0.563
Lake Victoria,rainfall,2023,July,1.414
Lake Victoria,rainfall,2024,July,0.421
Lake Victoria,rainfall,2025,July,5.397
Lake Victoria,rainfall,2026,July,3.105
Lake Victoria,rainfall,2027,July,5.148
Lake Victoria,rainfall,2028,July,4.004
Lake Victoria,rainfall,2029,July,3.257
Lake Victoria,rainfall,2030,July,0.833
Lake Victoria,rainfall,2031,July,1.523
Lake Victoria,rainfall,2032,July,1.438
Lake Victoria,rainfall,2033,July,1.255
Lake Victoria,rainfall,2034,July,1.917
Lake Victoria,rainfall,2035,July,0.828
Lake Victoria,rainfall,2000,Aug.,
Lake Victoria,rainfall,2001,Aug.,0.525
Lake Victoria,rainfall,2002,Aug.,4.697
Lake Victoria,rainfall,2003,Aug.,0.201
Lake Victoria,rainfall,2004,Aug.,5.424
Lake Victoria,rainfall,2005,Aug.,0.805
Lake Victoria,rainfall,2006,Aug.,2.2
Lake Victoria,rainfall,2007,Aug.,6.141
Lake Victoria,rainfall,2008,Aug.,3.812
Lake Victoria,rainfall,2009,Aug.,1.475
Lake Victoria,rainfall,2010,Aug.,1.673
Lake Victoria,rainfall,2011,Aug.,2.667
Lake Victoria,rainfall,2012,Aug.,5.263
Lake Victoria,rainfall,2013,Aug.,2.251
Lake Victoria,rainfall,2014,Aug.,1.222
Lake Victoria,rainfall,2015,Aug.,2.597
Lake Victoria,rainfall,2016,Aug.,0.297
Lake Victoria,rainfall,2017,Aug.,3.058
Lake Victoria,rainfall,2018,Aug.,7.423
Lake Victoria,rainfall,2019,Aug.,1.709
Lake Victoria,rainfall,2020,Aug.,8.012
Lake Victoria,rainfall,2021,Aug.,1.188
Lake Victoria,rainfall,2022,Aug.,3.249
Lake Victoria,rainfall,2023,Aug.,9.07
Lake Victoria,rainfall,2024,Aug.,5.631
Lake Victoria,rainfall,2025,Aug.,2.179
Lake Victoria,rainfall,2026,Aug.,2.471
Lake Victoria,rainfall,2027,Aug.,3.939
Lake Victoria,rainfall,2028,Aug.,7.773
Lake Victoria,rainfall,2029,Aug.,3.324
Lake Victoria,rainfall,2030,Aug.,1.805
Lake Victoria,rainfall,2031,Aug.,3.836
Lake Victoria,rainfall,2032,Aug.,0.438
Lake Victoria,rainfall,2033,Aug.,4.516
Lake Victoria,rainfall,2034,Aug.,10.963
Lake Victoria,rainfall,2035,Aug.,2.525
Lake Victoria,rainfall,2000,Sept.,4.637
Lake Victoria,rainfall,2001,Sept.,3.471
Lake Victoria,rainfall,2002,Sept.,5.234
Lake Victoria,rainfall,2003,Sept.,0.667
Lake Victoria,rainfall,2004,Sept.,3.391
Lake Victoria,rainfall,2005,Sept.,1.88
Lake Victoria,rainfall,2006,Sept.,0.675
Lake Victoria,rainfall,2007,Sept.,8.004
Lake Victoria,rainfall,2008,Sept.,6.356
Lake Victoria,rainfall,2009,Sept.,1.039
Lake Victoria,rainfall,2010,Sept.,2.806
Lake Victoria,rainfall,2011,Sept.,6.127
Lake Victoria,rainfall,2012,Sept.,3.322
Lake Victoria,rainfall,2013,Sept.,4.43
Lake Victoria,rainfall,2014,Sept.,4.649
Lake Victoria,rainfall,2015,Sept.,6.381
Lake Victoria,rainfall,2016,Sept.,0.469
Lake Victoria,rainfall,2017,Sept.,10.894
Lake Victoria,rainfall,2018,Sept.,2.6
Lake Victoria,rainfall,2019,Sept.,3.204
Lake Victoria,rainfall,2020,Sept.,4.049
Lake Victoria,rainfall,2021,Sept.,2.245
Lake Victoria,rainfall,2022,Sept.,0.806
Lake Victoria,rainfall,2023,Sept.,9.556
Lake Victoria,rainfall,2024,Sept.,7.589
Lake Victoria,rainfall,2025,Sept.,1.241
Lake Victoria,rainfall,2026,Sept.,3.351
Lake Victoria,rainfall,2027,Sept.,7.316
Lake Victoria,rainfall,2028,Sept.,3.967
Lake Victoria,rainfall,2029,Sept.,5.289
Lake Victoria,rainfall,2030,Sept.,5.551
Lake Victoria,rainfall,2031,Sept.,7.619
Lake Victoria,rainfall,2032,Sept.,0.56
Lake Victoria,rainfall,2033,Sept.,13.008
Lake Victoria,rainfall,2034,Sept.,3.104
Lake Victoria,rainfall,2035,Sept.,3.825
Lake Victoria,rainfall,2000,Oct.,3.035
Lake Victoria,rainfall,2001,Oct.,2.926
Lake Victoria,rainfall,2002,Oct.,12.24
Lake Victoria,rainfall,2003,Oct.,1.486
Lake Victoria,rainfall,2004,Oct.,2.524
Lake Victoria,rainfall,2005,Oct.,4.241
Lake Victoria,rainfall,2006,Oct.,8.154
Lake Victoria,rainfall,2007,Oct.,15.029
Lake Victoria,rainfall,2008,Oct.,8.543
Lake Victoria,rainfall,2009,Oct.,1.167
Lake Victoria,rainfall,2010,Oct.,2.294
Lake Victoria,rainfall,2011,Oct.,6.844
Lake Victoria,rainfall,2012,Oct.,1.737
Lake Victoria,rainfall,2013,Oct.,3.029
Lake Victoria,rainfall,2014,Oct.,4.731
Lake Victoria,rainfall,2015,Oct.,8.415
Lake Victoria,rainfall,2016,Oct.,4.994
Lake Victoria,rainfall,2017,Oct.,2.75
Lake Victoria,rainfall,2018,Oct.,0.732
Lake Victoria,rainfall,2019,Oct.,9.214
Lake Victoria,rainfall,2020,Oct.,2.796
Lake Victoria,rainfall,2021,Oct.,4.697
Lake Victoria,rainfall,2022,Oct.,9.03
Lake Victoria,rainfall,2023,Oct.,16.645
Lake Victoria,rainfall,2024,Oct.,9.461
Lake Victoria,rainfall,2025,Oct.,1.293
Lake Victoria,rainfall,2026,Oct.,2.541
Lake Victoria,rainfall,2027,Oct.,7.58
Lake Victoria,rainfall,2028,Oct.,1.924
Lake Victoria,rainfall,2029,Oct.,3.355
Lake Victoria,rainfall,2030,Oct.,5.24
Lake Victoria,rainfall,2031,Oct.,9.32
Lake Victoria,rainfall,2032,Oct.,5.53
Lake Victoria,rainfall,2033,Oct.,3.045
Lake Victoria,rainfall,2034,Oct.,0.811
Lake Victoria,rainfall,2035,Oct.,10.205
Lake Victoria,rainfall,2000,Nov.,9.887
Lake Victoria,rainfall,2001,Nov.,8.48
Lake Victoria,rainfall,2002,Nov.,3.87
Lake Victoria,rainfall,2003,Nov.,5.152
Lake Victoria,rainfall,2004,Nov.,4.211
Lake Victoria,rainfall,2005,Nov.,4.759
Lake Victoria,rainfall,2006,Nov.,11.107
Lake Victoria,rainfall,2007,Nov.,3.637
Lake Victoria,rainfall,2008,Nov.,2.99
Lake Victoria,rainfall,2009,Nov.,3.574
Lake Victoria,rainfall,2010,Nov.,4.69
Lake Victoria,rainfall,2011,Nov.,3.476
Lake Victoria,rainfall,2012,Nov.,15.818
Lake Victoria,rainfall,2013,Nov.,1.473
Lake Victoria,rainfall,2014,Nov.,2.157
Lake Victoria,rainfall,2015,Nov.,6.66
Lake Victoria,rainfall,2016,Nov.,3.68
Lake Victoria,rainfall,2017,Nov.,0.402
Lake Victoria,rainfall,2018,Nov.,5.83
Lake Victoria,rainfall,2019,Nov.,5.285
Lake Victoria,rainfall,2020,Nov.,4.177
Lake Victoria,rainfall,2021,Nov.,4.721
Lake Victoria,rainfall,2022,Nov.,11.019
Lake Victoria,rainfall,2023,Nov.,3.608
Lake Victoria,rainfall,2024,Nov.,2.966
Lake Victoria,rainfall,2025,Nov.,3.546
Lake Victoria,rainfall,2026,Nov.,4.653
Lake Victoria,rainfall,2027,Nov.,3.448
Lake Victoria,rainfall,2028,Nov.,15.691
Lake Victoria,rainfall,2029,Nov.,1.461
Lake Victoria,rainfall,2030,Nov.,2.14
Lake Victoria,rainfall,2031,Nov.,6.606
Lake Victoria,rainfall,2032,Nov.,3.651
Lake Victoria,rainfall,2033,Nov.,0.399
Lake Victoria,rainfall,2034,Nov.,5.783
Lake Victoria,rainfall,2035,Nov.,5.243
Lake Victoria,rainfall,2000,Dec.,0.966
Lake Victoria,rainfall,2001,Dec.,7.966
Lake Victoria,rainfall,2002,Dec.,0.656
Lake Victoria,rainfall,2003,Dec.,1.827
Lake Victoria,rainfall,2004,Dec.,5.853
Lake Victoria,rainfall,2005,Dec.,5.22
Lake Victoria,rainfall,2006,Dec.,6.963
Lake Victoria,rainfall,2007,Dec.,0.375
Lake Victoria,rainfall,2008,Dec.,2.441
Lake Victoria,rainfall,2009,Dec.,3.546
Lake Victoria,rainfall,2010,Dec.,4.601
Lake Victoria,rainfall,2011,Dec.,4.398
Lake Victoria,rainfall,2012,Dec.,0.143
Lake Victoria,rainfall,2013,Dec.,2.172
Lake Victoria,rainfall,2014,Dec.,7.665
Lake Victoria,rainfall,2015,Dec.,2.279
Lake Victoria,rainfall,2016,Dec.,5.093
Lake Victoria,rainfall,2017,Dec.,5.825
Lake Victoria,rainfall,2018,Dec.,1.118
Lake Victoria,rainfall,2019,Dec.,11.053
Lake Victoria,rainfall,2020,Dec.,6.186
Lake Victoria,rainfall,2021,Dec.,5.517
Lake Victoria,rainfall,2022,Dec.,7.36
Lake Victoria,rainfall,2023,Dec.,0.396
Lake Victoria,rainfall,2024,Dec.,2.581
Lake Victoria,rainfall,2025,Dec.,3.748
Lake Victoria,rainfall,2026,Dec.,4.863
Lake Victoria,rainfall,2027,Dec.,4.649
Lake Victoria,rainfall,2028,Dec.,0.151
Lake Victoria,rainfall,2029,Dec.,2.296
Lake Victoria,rainfall,2030,Dec.,8.102
Lake Victoria,rainfall,2031,Dec.,2.409
Lake Victoria,rainfall,2032,Dec.,5.383
Lake Victoria,rainfall,2033,Dec.,6.157
Lake Victoria,rainfall,2034,Dec.,1.182
Lake Victoria,rainfall,2035,Dec.,11.683
Kagera,runoff,2000,Jan.,
Kagera,runoff,2001,Jan.,245.636
Kagera,runoff,2002,Jan.,65.728
Kagera,runoff,2003,Jan.,191.348
Kagera,runoff,2004,Jan.,2.204
Kagera,runoff,2005,Jan.,17.418
Kagera,runoff,2006,Jan.,0.004
Kagera,runoff,2007,Jan.,193.842
Kagera,runoff,2008,Jan.,1.302
Kagera,runoff,2009,Jan.,0.925
Kagera,runoff,2010,Jan.,920.382
Kagera,runoff,2011,Jan.,38.479
Kagera,runoff,2012,Jan.,0.585
Kagera,runoff,2013,Jan.,23.919
Kagera,runoff,2014,Jan.,19.823
Kagera,runoff,2015,Jan.,56.329
Kagera,runoff,2016,Jan.,0.07
Kagera,runoff,2017,Jan.,0.052
Kagera,runoff,2018,Jan.,0.8
Kagera,runoff,2019,Jan.,19.016
Kagera,runoff,2020,Jan.,6.389
Kagera,runoff,2021,Jan.,51.562
Kagera,runoff,2022,Jan.,1.226
Kagera,runoff,2023,Jan.,313.432
Kagera,runoff,2024,Jan.,10.055
Kagera,runoff,2025,Jan.,10.705
Kagera,runoff,2026,Jan.,1504.135
Kagera,runoff,2027,Jan.,90.297
Kagera,runoff,2028,Jan.,81.658
Kagera,runoff,2029,Jan.,78.997
Kagera,runoff,2030,Jan.,101.852
Kagera,runoff,2031,Jan.,133.634
Kagera,runoff,2032,Jan.,0.201
Kagera,runoff,2033,Jan.,2.683
Kagera,runoff,2034,Jan.,4.765
Kagera,runoff,2035,Jan.,23.208
Kagera,runoff,2000,Feb.,
Kagera,runoff,2001,Feb.,118.053
Kagera,runoff,2002,Feb.,6.765
Kagera,runoff,2003,Feb.,10.135
Kagera,runoff,2004,Feb.,21.984
Kagera,runoff,2005,Feb.,40.294
Kagera,runoff,2006,Feb.,0.002
Kagera,runoff,2007,Feb.,111.663
Kagera,runoff,2008,Feb.,4.191
Kagera,runoff,2009,Feb.,35.266
Kagera,runoff,2010,Feb.,4.865
Kagera,runoff,2011,Feb.,23.918
Kagera,runoff,2012,Feb.,0.785
Kagera,runoff,2013,Feb.,30.344
Kagera,runoff,2014,Feb.,0.184
Kagera,runoff,2015,Feb.,0.022
Kagera,runoff,2016,Feb.,0.033
Kagera,runoff,2017,Feb.,0.902
Kagera,runoff,2018,Feb.,0.0
Kagera,runoff,2019,Feb.,14.72
Kagera,runoff,2020,Feb.,70.793
Kagera,runoff,2021,Feb.,99.292
Kagera,runoff,2022,Feb.,0.862
Kagera,runoff,2023,Feb.,242.611
Kagera,runoff,2024,Feb.,14.849
Kagera,runoff,2025,Feb.,120.548
Kagera,runoff,2026,Feb.,10.69
Kagera,runoff,2027,Feb.,75.715
Kagera,runoff,2028,Feb.,64.126
Kagera,runoff,2029,Feb.,210.067
Kagera,runoff,2030,Feb.,4.66
Kagera,runoff,2031,Feb.,0.489
Kagera,runoff,2032,Feb.,0.13
Kagera,runoff,2033,Feb.,8.515
Kagera,runoff,2034,Feb.,0.007
Kagera,runoff,2035,Feb.,17.868
Kagera,runoff,2000,March,
Kagera,runoff,2001,March,130.492
Kagera,runoff,2002,March,49.5
Kagera,runoff,2003,March,9.444
Kagera,runoff,2004,March,710.557
Kagera,runoff,2005,March,25.888
Kagera,runoff,2006,March,9.458
Kagera,runoff,2007,March,59.733
Kagera,runoff,2008,March,15.517
Kagera,runoff,2009,March,25.784
Kagera,runoff,2010,March,1134.053
Kagera,runoff,2011,March,8.752
Kagera,runoff,2012,March,1217.688
Kagera,runoff,2013,March,1.901
Kagera,runoff,2014,March,3.112
Kagera,runoff,2015,March,1.594
Kagera,runoff,2016,March,0.554
Kagera,runoff,2017,March,36.544
Kagera,runoff,2018,March,20.004
Kagera,runoff,2019,March,13.047
Kagera,runoff,2020,March,1547.162
Kagera,runoff,2021,March,72.54
Kagera,runoff,2022,March,83.331
Kagera,runoff,2023,March,184.052
Kagera,runoff,2024,March,27.885
Kagera,runoff,2025,March,71.14
Kagera,runoff,2026,March,1478.048
Kagera,runoff,2027,March,19.345
Kagera,runoff,2028,March,1747.594
Kagera,runoff,2029,March,5.851
Kagera,runoff,2030,March,17.685
Kagera,runoff,2031,March,8.185
Kagera,runoff,2032,March,1.473
Kagera,runoff,2033,March,77.676
Kagera,runoff,2034,March,96.365
Kagera,runoff,2035,March,15.969
Kagera,runoff,2000,April,
Kagera,runoff,2001,April,1671.967
Kagera,runoff,2002,April,569.888
Kagera,runoff,2003,April,78.888
Kagera,runoff,2004,April,473.562
Kagera,runoff,2005,April,103.005
Kagera,runoff,2006,April,127.58
Kagera,runoff,2007,April,91.045
Kagera,runoff,2008,April,440.895
Kagera,runoff,2009,April,276.896
Kagera,runoff,2010,April,1333.626
Kagera,runoff,2011,April,968.042
Kagera,runoff,2012,April,328.52
Kagera,runoff,2013,April,411.906
Kagera,runoff,2014,April,1829.733
Kagera,runoff,2015,April,583.119
Kagera,runoff,2016,April,1716.925
Kagera,runoff,2017,April,134.82
Kagera,runoff,2018,April,152.694
Kagera,runoff,2019,April,60.862
Kagera,runoff,2020,April,694.3
Kagera,runoff,2021,April,128.98
Kagera,runoff,2022,April,176.478
Kagera,runoff,2023,April,161.275
Kagera,runoff,2024,April,535.447
Kagera,runoff,2025,April,405.771
Kagera,runoff,2026,April,1381.322
Kagera,runoff,2027,April,1189.443
Kagera,runoff,2028,April,504.466
Kagera,runoff,2029,April,570.182
Kagera,runoff,2030,April,2220.192
Kagera,runoff,2031,April,736.549
Kagera,runoff,2032,April,2164.038
Kagera,runoff,2033,April,170.047
Kagera,runoff,2034,April,187.352
Kagera,runoff,2035,April,97.991
Kagera,runoff,2000,May,
Kagera,runoff,2001,May,267.086
Kagera,runoff,2002,May,856.549
Kagera,runoff,2003,May,1984.795
Kagera,runoff,2004,May,164.611
Kagera,runoff,2005,May,719.523
Kagera,runoff,2006,May,139.92
Kagera,runoff,2007,May,109.56
Kagera,runoff,2008,May,2.557
Kagera,runoff,2009,May,99.066
Kagera,runoff,2010,May,3027.686
Kagera,runoff,2011,May,301.982
Kagera,runoff,2012,May,128.743
Kagera,runoff,2013,May,730.107
Kagera,runoff,2014,May,0.075
Kagera,runoff,2015,May,196.343
Kagera,runoff,2016,May,832.562
Kagera,runoff,2017,May,77.76
Kagera,runoff,2018,May,414.58
Kagera,runoff,2019,May,309.587
Kagera,runoff,2020,May,194.105
Kagera,runoff,2021,May,805.212
Kagera,runoff,2022,May,151.768
Kagera,runoff,2023,May,173.215
Kagera,runoff,2024,May,48.531
Kagera,runoff,2025,May,118.228
Kagera,runoff,2026,May,3259.169
Kagera,runoff,2027,May,359.141
Kagera,runoff,2028,May,164.755
Kagera,runoff,2029,May,875.607
Kagera,runoff,2030,May,0.736
Kagera,runoff,2031,May,213.843
Kagera,runoff,2032,May,948.19
Kagera,runoff,2033,May,84.588
Kagera,runoff,2034,May,445.869
Kagera,runoff,2035,May,373.739
Kagera,runoff,2000,June,
Kagera,runoff,2001,June,44.969
Kagera,runoff,2002,June,69.675
Kagera,runoff,2003,June,3.814
Kagera,runoff,2004,June,0.201
Kagera,runoff,2005,June,54.867
Kagera,runoff,2006,June,20.149
Kagera,runoff,2007,June,136.67
Kagera,runoff,2008,June,0.212
Kagera,runoff,2009,June,3.124
Kagera,runoff,2010,June,59.653
Kagera,runoff,2011,June,3.579
Kagera,runoff,2012,June,0.203
Kagera,runoff,2013,June,0.009
Kagera,runoff,2014,June,0.003
Kagera,runoff,2015,June,0.01
Kagera,runoff,2016,June,0.0
Kagera,runoff,2017,June,0.0
Kagera,runoff,2018,June,104.183
Kagera,runoff,2019,June,21.847
Kagera,runoff,2020,June,1.673
Kagera,runoff,2021,June,67.448
Kagera,runoff,2022,June,43.953
Kagera,runoff,2023,June,219.708
Kagera,runoff,2024,June,30.645
Kagera,runoff,2025,June,70.132
Kagera,runoff,2026,June,138.483
Kagera,runoff,2027,June,9.375
Kagera,runoff,2028,June,24.544
Kagera,runoff,2029,June,9.201
Kagera,runoff,2030,June,0.524
Kagera,runoff,2031,June,12.247
Kagera,runoff,2032,June,0.004
Kagera,runoff,2033,June,0.0
Kagera,runoff,2034,June,125.914
Kagera,runoff,2035,June,49.581
Kagera,runoff,2000,July,
Kagera,runoff,2001,July,36.155
Kagera,runoff,2002,July,54.802
Kagera,runoff,2003,July,2.971
Kagera,runoff,2004,July,0.158
Kagera,runoff,2005,July,0.009
Kagera,runoff,2006,July,15.852
Kagera,runoff,2007,July,1.533
Kagera,runoff,2008,July,0.092
Kagera,runoff,2009,July,0.004
Kagera,runoff,2010,July,46.921
Kagera,runoff,2011,July,30.39
Kagera,runoff,2012,July,0.143
Kagera,runoff,2013,July,0.007
Kagera,runoff,2014,July,0.0
Kagera,runoff,2015,July,0.0
Kagera,runoff,2016,July,0.0
Kagera,runoff,2017,July,0.0
Kagera,runoff,2018,July,81.946
Kagera,runoff,2019,July,4.421
Kagera,runoff,2020,July,1.329
Kagera,runoff,2021,July,1.529
Kagera,runoff,2022,July,34.919
Kagera,runoff,2023,July,35.954
Kagera,runoff,2024,July,24.058
Kagera,runoff,2025,July,11.289
Kagera,runoff,2026,July,108.893
Kagera,runoff,2027,July,72.309
Kagera,runoff,2028,July,19.973
Kagera,runoff,2029,July,7.242
Kagera,runoff,2030,July,0.397
Kagera,runoff,2031,July,0.038
Kagera,runoff,2032,July,0.003
Kagera,runoff,2033,July,0.006
Kagera,runoff,2034,July,99.025
Kagera,runoff,2035,July,9.021
Kagera,runoff,2000,Aug.,
Kagera,runoff,2001,Aug.,27.646
Kagera,runoff,2002,Aug.,42.771
Kagera,runoff,2003,Aug.,2.337
Kagera,runoff,2004,Aug.,0.124
Kagera,runoff,2005,Aug.,0.324
Kagera,runoff,2006,Aug.,12.444
Kagera,runoff,2007,Aug.,15.593
Kagera,runoff,2008,Aug.,0.062
Kagera,runoff,2009,Aug.,0.007
Kagera,runoff,2010,Aug.,36.615
Kagera,runoff,2011,Aug.,2.021
Kagera,runoff,2012,Aug.,0.123
Kagera,runoff,2013,Aug.,0.006
Kagera,runoff,2014,Aug.,0.15
Kagera,runoff,2015,Aug.,0.0
Kagera,runoff,2016,Aug.,0.0
Kagera,runoff,2017,Aug.,0.0
Kagera,runoff,2018,Aug.,64.16
Kagera,runoff,2019,Aug.,3.452
Kagera,runoff,2020,Aug.,1.239
Kagera,runoff,2021,Aug.,2.793
Kagera,runoff,2022,Aug.,27.839
Kagera,runoff,2023,Aug.,273.825
Kagera,runoff,2024,Aug.,18.577
Kagera,runoff,2025,Aug.,8.778
Kagera,runoff,2026,Aug.,85.005
Kagera,runoff,2027,Aug.,40.288
Kagera,runoff,2028,Aug.,15.392
Kagera,runoff,2029,Aug.,12.525
Kagera,runoff,2030,Aug.,1.328
Kagera,runoff,2031,Aug.,8.124
Kagera,runoff,2032,Aug.,0.003
Kagera,runoff,2033,Aug.,0.001
Kagera,runoff,2034,Aug.,78.134
Kagera,runoff,2035,Aug.,8.115
Kagera,runoff,2000,Sept.,1808.545
Kagera,runoff,2001,Sept.,21.478
Kagera,runoff,2002,Sept.,33.388
Kagera,runoff,2003,Sept.,1.84
Kagera,runoff,2004,Sept.,0.101
Kagera,runoff,2005,Sept.,0.031
Kagera,runoff,2006,Sept.,9.694
Kagera,runoff,2007,Sept.,1.748
Kagera,runoff,2008,Sept.,0.055
Kagera,runoff,2009,Sept.,0.003
Kagera,runoff,2010,Sept.,28.575
Kagera,runoff,2011,Sept.,2.721
Kagera,runoff,2012,Sept.,4.284
Kagera,runoff,2013,Sept.,0.004
Kagera,runoff,2014,Sept.,86.028
Kagera,runoff,2015,Sept.,0.0
Kagera,runoff,2016,Sept.,0.0
Kagera,runoff,2017,Sept.,0.0
Kagera,runoff,2018,Sept.,57.651
Kagera,runoff,2019,Sept.,6.234
Kagera,runoff,2020,Sept.,1.227
Kagera,runoff,2021,Sept.,1.231
Kagera,runoff,2022,Sept.,53.476
Kagera,runoff,2023,Sept.,46.072
Kagera,runoff,2024,Sept.,24.713
Kagera,runoff,2025,Sept.,6.77
Kagera,runoff,2026,Sept.,71.195
Kagera,runoff,2027,Sept.,49.808
Kagera,runoff,2028,Sept.,86.469
Kagera,runoff,2029,Sept.,18.276
Kagera,runoff,2030,Sept.,398.86
Kagera,runoff,2031,Sept.,0.684
Kagera,runoff,2032,Sept.,0.002
Kagera,runoff,2033,Sept.,0.0
Kagera,runoff,2034,Sept.,91.138
Kagera,runoff,2035,Sept.,250.111
Kagera,runoff,2000,Oct.,1564.32
Kagera,runoff,2001,Oct.,16.961
Kagera,runoff,2002,Oct.,26.261
Kagera,runoff,2003,Oct.,1.418
Kagera,runoff,2004,Oct.,0.11
Kagera,runoff,2005,Oct.,0.467
Kagera,runoff,2006,Oct.,7.725
Kagera,runoff,2007,Oct.,1.281
Kagera,runoff,2008,Oct.,0.068
Kagera,runoff,2009,Oct.,0.002
Kagera,runoff,2010,Oct.,22.667
Kagera,runoff,2011,Oct.,11.39
Kagera,runoff,2012,Oct.,0.08
Kagera,runoff,2013,Oct.,0.003
Kagera,runoff,2014,Oct.,0.607
Kagera,runoff,2015,Oct.,0.003
Kagera,runoff,2016,Oct.,0.009
Kagera,runoff,2017,Oct.,0.004
Kagera,runoff,2018,Oct.,39.263
Kagera,runoff,2019,Oct.,2.434
Kagera,runoff,2020,Oct.,27.036
Kagera,runoff,2021,Oct.,17.69
Kagera,runoff,2022,Oct.,28.103
Kagera,runoff,2023,Oct.,41.064
Kagera,runoff,2024,Oct.,20.896
Kagera,runoff,2025,Oct.,5.306
Kagera,runoff,2026,Oct.,52.848
Kagera,runoff,2027,Oct.,272.556
Kagera,runoff,2028,Oct.,9.382
Kagera,runoff,2029,Oct.,22.822
Kagera,runoff,2030,Oct.,4.111
Kagera,runoff,2031,Oct.,6.066
Kagera,runoff,2032,Oct.,29.312
Kagera,runoff,2033,Oct.,0.016
Kagera,runoff,2034,Oct.,47.724
Kagera,runoff,2035,Oct.,20.556
Kagera,runoff,2000,Nov.,1041.783
Kagera,runoff,2001,Nov.,30.039
Kagera,runoff,2002,Nov.,24.73
Kagera,runoff,2003,Nov.,1.198
Kagera,runoff,2004,Nov.,2.377
Kagera,runoff,2005,Nov.,0.003
Kagera,runoff,2006,Nov.,350.015
Kagera,runoff,2007,Nov.,1.21
Kagera,runoff,2008,Nov.,1.645
Kagera,runoff,2009,Nov.,0.874
Kagera,runoff,2010,Nov.,24.048
Kagera,runoff,2011,Nov.,35.812
Kagera,runoff,2012,Nov.,247.463
Kagera,runoff,2013,Nov.,0.215
Kagera,runoff,2014,Nov.,2.795
Kagera,runoff,2015,Nov.,1.853
Kagera,runoff,2016,Nov.,0.273
Kagera,runoff,2017,Nov.,0.12
Kagera,runoff,2018,Nov.,33.096
Kagera,runoff,2019,Nov.,35.132
Kagera,runoff,2020,Nov.,36.951
Kagera,runoff,2021,Nov.,1.181
Kagera,runoff,2022,Nov.,761.748
Kagera,runoff,2023,Nov.,15.031
Kagera,runoff,2024,Nov.,34.088
Kagera,runoff,2025,Nov.,14.341
Kagera,runoff,2026,Nov.,68.105
Kagera,runoff,2027,Nov.,120.779
Kagera,runoff,2028,Nov.,981.354
Kagera,runoff,2029,Nov.,7.424
Kagera,runoff,2030,Nov.,12.143
Kagera,runoff,2031,Nov.,24.869
Kagera,runoff,2032,Nov.,8.087
Kagera,runoff,2033,Nov.,0.377
Kagera,runoff,2034,Nov.,62.551
Kagera,runoff,2035,Nov.,77.4
Kagera,runoff,2000,Dec.,816.334
Kagera,runoff,2001,Dec.,18.428
Kagera,runoff,2002,Dec.,32.173
Kagera,runoff,2003,Dec.,8.108
Kagera,runoff,2004,Dec.,1.229
Kagera,runoff,2005,Dec.,0.003
Kagera,runoff,2006,Dec.,223.526
Kagera,runoff,2007,Dec.,1.633
Kagera,runoff,2008,Dec.,0.074
Kagera,runoff,2009,Dec.,40.664
Kagera,runoff,2010,Dec.,83.937
Kagera,runoff,2011,Dec.,467.837
Kagera,runoff,2012,Dec.,41.155
Kagera,runoff,2013,Dec.,0.629
Kagera,runoff,2014,Dec.,135.132
Kagera,runoff,2015,Dec.,117.698
Kagera,runoff,2016,Dec.,75.227
Kagera,runoff,2017,Dec.,7.056
Kagera,runoff,2018,Dec.,24.561
Kagera,runoff,2019,Dec.,185.187
Kagera,runoff,2020,Dec.,4.369
Kagera,runoff,2021,Dec.,3.144
Kagera,runoff,2022,Dec.,303.542
Kagera,runoff,2023,Dec.,23.195
Kagera,runoff,2024,Dec.,7.172
Kagera,runoff,2025,Dec.,83.053
Kagera,runoff,2026,Dec.,201.333
Kagera,runoff,2027,Dec.,843.331
Kagera,runoff,2028,Dec.,118.606
Kagera,runoff,2029,Dec.,5.631
Kagera,runoff,2030,Dec.,251.784
Kagera,runoff,2031,Dec.,162.862
Kagera,runoff,2032,Dec.,126.385
Kagera,runoff,2033,Dec.,30.158
Kagera,runoff,2034,Dec.,30.301
Kagera,runoff,2035,Dec.,276.526
Lake Victoria,runoff,2000,Jan.,
Lake Victoria,runoff,2001,Jan.,397.92
Lake Victoria,runoff,2002,Jan.,186.679
Lake Victoria,runoff,2003,Jan.,1344.156
Lake Victoria,runoff,2004,Jan.,114.279
Lake Victoria,runoff,2005,Jan.,273.431
Lake Victoria,runoff,2006,Jan.,67.077
Lake Victoria,runoff,2007,Jan.,979.534
Lake Victoria,runoff,2008,Jan.,150.322
Lake Victoria,runoff,2009,Jan.,322.878
